"ID","TABLE","FIELD","OLD_VALUE","NEO_VALUE","STATUS","FLAGS","NOTES"
"PLKO.PLNTY","PLKO","PLNTY","PM#11:key=PK|dt=|len= ;; PP-PI#3:key=PK|dt=CHAR|len=1","key=PK|dt=CHAR|len=1|mods=PM+PP-PI","EXACT","—","table_fields old_union=7 neo=7; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"PLKO.VERWE","PLKO","VERWE","PM#11:key=-|dt=|len= ;; PP-PI#3:key=FK|dt=CHAR|len=3","key=FK|dt=CHAR|len=3|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE","table_fields old_union=7 neo=7; documented by 2 dictionary rows, merged by mergedFields(); key stated -/FK -> NEO kept ""FK"""
"PLKO.STATU","PLKO","STATU","PM#11:key=-|dt=|len= ;; PP-PI#3:key=-|dt=CHAR|len=2","key=-|dt=CHAR|len=2|mods=PM+PP-PI","EXACT","—","table_fields old_union=7 neo=7; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"PLKO.LOSVN","PLKO","LOSVN","PP-PI#3:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PP-PI","EXACT","—","table_fields old_union=7 neo=7"
"PLKO.LOSBS","PLKO","LOSBS","PP-PI#3:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PP-PI","EXACT","—","table_fields old_union=7 neo=7"
"PLMK.PLNTY","PLMK","PLNTY","PP-PI#3:key=PK/FK|dt=CHAR|len=1","key=PK/FK|dt=CHAR|len=1|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=6 neo=6; key=""PK/FK"": OLD /object/PLMK lists it as PK, /neo/tables/PLMK lists it as PK+FK, /neo/object/PLMK lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"PLMK.PLNNR","PLMK","PLNNR","PP-PI#3:key=PK/FK|dt=CHAR|len=8","key=PK/FK|dt=CHAR|len=8|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=6 neo=6; key=""PK/FK"": OLD /object/PLMK lists it as PK, /neo/tables/PLMK lists it as PK+FK, /neo/object/PLMK lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"PLMK.MERKNR","PLMK","MERKNR","PP-PI#3:key=PK|dt=NUMC|len=4","key=PK|dt=NUMC|len=4|mods=PP-PI","EXACT","—","table_fields old_union=6 neo=6"
"PLMK.PLNKN","PLMK","PLNKN","PP-PI#3:key=FK|dt=NUMC|len=8","key=FK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=6 neo=6"
"PLMK.VERWMERKM","PLMK","VERWMERKM","PP-PI#3:key=FK|dt=CHAR|len=8","key=FK|dt=CHAR|len=8|mods=PP-PI","EXACT","—","table_fields old_union=6 neo=6"
"PLMK.SOLLWERT","PLMK","SOLLWERT","PP-PI#3:key=-|dt=CHAR|len=18","key=-|dt=CHAR|len=18|mods=PP-PI","EXACT","—","table_fields old_union=6 neo=6"
"PLMZ.PLNTY","PLMZ","PLNTY","PP-PI#3:key=PK/FK|dt=CHAR|len=1","key=PK/FK|dt=CHAR|len=1|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/PLMZ lists it as PK, /neo/tables/PLMZ lists it as PK+FK, /neo/object/PLMZ lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"PLMZ.PLNNR","PLMZ","PLNNR","PP-PI#3:key=PK/FK|dt=CHAR|len=8","key=PK/FK|dt=CHAR|len=8|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/PLMZ lists it as PK, /neo/tables/PLMZ lists it as PK+FK, /neo/object/PLMZ lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"PLMZ.ZUONR","PLMZ","ZUONR","PP-PI#3:key=PK|dt=NUMC|len=8","key=PK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"PLMZ.PLNKN","PLMZ","PLNKN","PP-PI#3:key=FK|dt=NUMC|len=8","key=FK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"PLMZ.STLKN","PLMZ","STLKN","PP-PI#3:key=FK|dt=NUMC|len=8","key=FK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"PLPO.PLNTY","PLPO","PLNTY","PM#11:key=PK|dt=|len= ;; PP-PI#3:key=PK|dt=CHAR|len=1","key=PK|dt=CHAR|len=1|mods=PM+PP-PI","EXACT","—","table_fields old_union=10 neo=10; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"PLPO.PLNNR","PLPO","PLNNR","PM#11:key=PK|dt=|len= ;; PP-PI#3:key=PK|dt=CHAR|len=8","key=PK|dt=CHAR|len=8|mods=PM+PP-PI","EXACT","—","table_fields old_union=10 neo=10; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"PLPO.VORNR","PLPO","VORNR","PM#11:key=-|dt=|len= ;; PP-PI#3:key=-|dt=CHAR|len=4","key=-|dt=CHAR|len=4|mods=PM+PP-PI","EXACT","—","table_fields old_union=10 neo=10; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"PLPO.ARBID","PLPO","ARBID","PM#11:key=FK|dt=|len= ;; PP-PI#3:key=FK|dt=NUMC|len=8","key=FK|dt=NUMC|len=8|mods=PM+PP-PI","EXACT","—","table_fields old_union=10 neo=10; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"PLPO.STEUS","PLPO","STEUS","PM#11:key=-|dt=|len= ;; PP-PI#3:key=FK|dt=CHAR|len=4","key=FK|dt=CHAR|len=4|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE","table_fields old_union=10 neo=10; documented by 2 dictionary rows, merged by mergedFields(); key stated -/FK -> NEO kept ""FK"""
"PLPO.ARBEI","PLPO","ARBEI","PM#11:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=10 neo=10"
"PLPO.PLNKN","PLPO","PLNKN","PP-PI#3:key=PK|dt=NUMC|len=8","key=PK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=10 neo=10"
"PLPO.LTXA1","PLPO","LTXA1","PP-PI#3:key=-|dt=CHAR|len=40","key=-|dt=CHAR|len=40|mods=PP-PI","EXACT","—","table_fields old_union=10 neo=10"
"PLPO.VGW01","PLPO","VGW01","PP-PI#3:key=-|dt=QUAN|len=9","key=-|dt=QUAN|len=9|mods=PP-PI","EXACT","—","table_fields old_union=10 neo=10"
"PLPO.VGW02","PLPO","VGW02","PP-PI#3:key=-|dt=QUAN|len=9","key=-|dt=QUAN|len=9|mods=PP-PI","EXACT","—","table_fields old_union=10 neo=10"
"PLZU.PLNTY","PLZU","PLNTY","PP-PI#3:key=PK/FK|dt=CHAR|len=1","key=PK/FK|dt=CHAR|len=1|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=3 neo=3; key=""PK/FK"": OLD /object/PLZU lists it as PK, /neo/tables/PLZU lists it as PK+FK, /neo/object/PLZU lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"PLZU.PLNNR","PLZU","PLNNR","PP-PI#3:key=PK/FK|dt=CHAR|len=8","key=PK/FK|dt=CHAR|len=8|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=3 neo=3; key=""PK/FK"": OLD /object/PLZU lists it as PK, /neo/tables/PLZU lists it as PK+FK, /neo/object/PLZU lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"PLZU.AENNR","PLZU","AENNR","PP-PI#3:key=FK|dt=CHAR|len=12","key=FK|dt=CHAR|len=12|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"QMAT.MATNR","QMAT","MATNR","PP-PI#1:key=PK/FK|dt=CHAR|len=18->40","key=PK/FK|dt=CHAR|len=18->40|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/QMAT lists it as PK, /neo/tables/QMAT lists it as PK+FK, /neo/object/QMAT lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMAT.WERKS","QMAT","WERKS","PP-PI#1:key=PK/FK|dt=CHAR|len=4","key=PK/FK|dt=CHAR|len=4|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/QMAT lists it as PK, /neo/tables/QMAT lists it as PK+FK, /neo/object/QMAT lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMAT.ART","QMAT","ART","PP-PI#1:key=PK|dt=CHAR|len=8","key=PK|dt=CHAR|len=8|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"QMAT.AKTIV","QMAT","AKTIV","PP-PI#1:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PP-PI","EXACT","—","table_fields old_union=4 neo=4"
"QMEL.QMNUM","QMEL","QMNUM","PM#6:key=PK|dt=|len= ;; PM#12:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=9 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"QMEL.QMART","QMEL","QMART","PM#6:key=FK|dt=|len= ;; PM#12:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=9 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"QMEL.QMTXT","QMEL","QMTXT","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=9 neo=6"
"QMEL.EQUNR","QMEL","EQUNR","PM#6:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=9 neo=6"
"QMEL.TPLNR","QMEL","TPLNR","PM#6:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=9 neo=6"
"QMEL.OBJNR","QMEL","OBJNR","PM#6:key=FK|dt=|len=","key=FK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=9 neo=6"
"QMEL.AUSVN","QMEL","AUSVN","PM#12:key=-|dt=|len=","—","MISSING","DROPPED_BY_MODULETABLES_DEDUPE","table_fields old_union=9 neo=6; field IS in data/sapData.ts but absent from mergedFields() in the NEO layer, because lib/module-portal.moduleTables() dedupes by tableName WITHIN a module and drops the second topic's row. Not reachable on /neo/tables/QMEL/ nor /neo/object/QMEL/. OLD /object/QMEL/ also misses it (ALL_TABLES.find takes the first row), so this is a dataset-vs-UI gap on BOTH sides, not a NEO-only regression."
"QMEL.AUSBS","QMEL","AUSBS","PM#12:key=-|dt=|len=","—","MISSING","DROPPED_BY_MODULETABLES_DEDUPE","table_fields old_union=9 neo=6; field IS in data/sapData.ts but absent from mergedFields() in the NEO layer, because lib/module-portal.moduleTables() dedupes by tableName WITHIN a module and drops the second topic's row. Not reachable on /neo/tables/QMEL/ nor /neo/object/QMEL/. OLD /object/QMEL/ also misses it (ALL_TABLES.find takes the first row), so this is a dataset-vs-UI gap on BOTH sides, not a NEO-only regression."
"QMEL.AUSZT","QMEL","AUSZT","PM#12:key=-|dt=|len=","—","MISSING","DROPPED_BY_MODULETABLES_DEDUPE","table_fields old_union=9 neo=6; field IS in data/sapData.ts but absent from mergedFields() in the NEO layer, because lib/module-portal.moduleTables() dedupes by tableName WITHIN a module and drops the second topic's row. Not reachable on /neo/tables/QMEL/ nor /neo/object/QMEL/. OLD /object/QMEL/ also misses it (ALL_TABLES.find takes the first row), so this is a dataset-vs-UI gap on BOTH sides, not a NEO-only regression."
"QMFE.QMNUM","QMFE","QMNUM","PM#6:key=PK/FK|dt=|len=","key=PK/FK|dt=|len=|mods=PM","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=6 neo=6; key=""PK/FK"": OLD /object/QMFE lists it as PK, /neo/tables/QMFE lists it as PK+FK, /neo/object/QMFE lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMFE.FENUM","QMFE","FENUM","PM#6:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"QMFE.FEGRP","QMFE","FEGRP","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"QMFE.FECOD","QMFE","FECOD","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"QMFE.OTGRP","QMFE","OTGRP","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"QMFE.OTEIL","QMFE","OTEIL","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=6 neo=6"
"QMMA.QMNUM","QMMA","QMNUM","PM#6:key=PK/FK|dt=|len=","key=PK/FK|dt=|len=|mods=PM","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/QMMA lists it as PK, /neo/tables/QMMA lists it as PK+FK, /neo/object/QMMA lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMMA.MANUM","QMMA","MANUM","PM#6:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QMMA.MNGRP","QMMA","MNGRP","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QMMA.MNCOD","QMMA","MNCOD","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QMSM.QMNUM","QMSM","QMNUM","PM#6:key=PK/FK|dt=|len=","key=PK/FK|dt=|len=|mods=PM","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/QMSM lists it as PK, /neo/tables/QMSM lists it as PK+FK, /neo/object/QMSM lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMSM.MANUM","QMSM","MANUM","PM#6:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QMSM.MNGRP","QMSM","MNGRP","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QMSM.MNCOD","QMSM","MNCOD","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QMSM.PSTER","QMSM","PSTER","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QMUR.QMNUM","QMUR","QMNUM","PM#6:key=PK/FK|dt=|len=","key=PK/FK|dt=|len=|mods=PM","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/QMUR lists it as PK, /neo/tables/QMUR lists it as PK+FK, /neo/object/QMUR lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMUR.FENUM","QMUR","FENUM","PM#6:key=PK/FK|dt=|len=","key=PK/FK|dt=|len=|mods=PM","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/QMUR lists it as PK, /neo/tables/QMUR lists it as PK+FK, /neo/object/QMUR lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"QMUR.URNUM","QMUR","URNUM","PM#6:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QMUR.URGRP","QMUR","URGRP","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QMUR.URCOD","QMUR","URCOD","PM#6:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=5 neo=5"
"QPCD.KATALOGART","QPCD","KATALOGART","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPCD.CODEGRUPPE","QPCD","CODEGRUPPE","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPCD.CODE","QPCD","CODE","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPCD.VERSION","QPCD","VERSION","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPGR.KATALOGART","QPGR","KATALOGART","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPGR.CODEGRUPPE","QPGR","CODEGRUPPE","PM#5:key=PK|dt=|len=","key=PK|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPGR.STATUS","QPGR","STATUS","PM#5:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"QPGR.VERWMERKM","QPGR","VERWMERKM","PM#5:key=-|dt=|len=","key=-|dt=|len=|mods=PM","EXACT","—","table_fields old_union=4 neo=4"
"RESB.RSNUM","RESB","RSNUM","PM#9:key=PK|dt=|len= ;; PP-PI#6:key=PK|dt=NUMC|len=10","key=PK|dt=NUMC|len=10|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"RESB.RSPOS","RESB","RSPOS","PM#9:key=PK|dt=|len= ;; PP-PI#6:key=PK|dt=NUMC|len=4","key=PK|dt=NUMC|len=4|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"RESB.MATNR","RESB","MATNR","PM#9:key=FK|dt=|len= ;; PP-PI#6:key=FK|dt=CHAR|len=18->40","key=FK|dt=CHAR|len=18->40|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"RESB.BDMNG","RESB","BDMNG","PM#9:key=-|dt=|len= ;; PP-PI#6:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"RESB.ENMNG","RESB","ENMNG","PM#9:key=-|dt=|len= ;; PP-PI#6:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"RESB.AUFNR","RESB","AUFNR","PM#9:key=FK|dt=|len= ;; PP-PI#6:key=FK|dt=CHAR|len=12","key=FK|dt=CHAR|len=12|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STAS.STLTY","STAS","STLTY","PP-PI#2:key=PK/FK|dt=CHAR|len=1","key=PK/FK|dt=CHAR|len=1|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/STAS lists it as PK, /neo/tables/STAS lists it as PK+FK, /neo/object/STAS lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"STAS.STLNR","STAS","STLNR","PP-PI#2:key=PK/FK|dt=CHAR|len=8","key=PK/FK|dt=CHAR|len=8|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=5 neo=5; key=""PK/FK"": OLD /object/STAS lists it as PK, /neo/tables/STAS lists it as PK+FK, /neo/object/STAS lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"STAS.STLAL","STAS","STLAL","PP-PI#2:key=PK|dt=CHAR|len=2","key=PK|dt=CHAR|len=2|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"STAS.STLKN","STAS","STLKN","PP-PI#2:key=FK|dt=NUMC|len=8","key=FK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"STAS.STASZ","STAS","STASZ","PP-PI#2:key=PK|dt=NUMC|len=8","key=PK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=5 neo=5"
"STKO.STLNR","STKO","STLNR","PM#3:key=PK|dt=|len= ;; PP-PI#2:key=PK|dt=CHAR|len=8","key=PK|dt=CHAR|len=8|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STKO.STLTY","STKO","STLTY","PM#3:key=PK|dt=|len= ;; PP-PI#2:key=PK|dt=CHAR|len=1","key=PK|dt=CHAR|len=1|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STKO.STLAL","STKO","STLAL","PM#3:key=PK|dt=|len= ;; PP-PI#2:key=PK|dt=CHAR|len=2","key=PK|dt=CHAR|len=2|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STKO.BMENG","STKO","BMENG","PM#3:key=-|dt=|len= ;; PP-PI#2:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STKO.STLST","STKO","STLST","PM#3:key=-|dt=|len= ;; PP-PI#2:key=-|dt=NUMC|len=2","key=-|dt=NUMC|len=2|mods=PM+PP-PI","EXACT","—","table_fields old_union=6 neo=6; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STKO.BMEIN","STKO","BMEIN","PP-PI#2:key=FK|dt=UNIT|len=3","key=FK|dt=UNIT|len=3|mods=PP-PI","EXACT","—","table_fields old_union=6 neo=6"
"STPO.STLNR","STPO","STLNR","PM#3:key=PK|dt=|len= ;; PP-PI#2:key=PK/FK|dt=CHAR|len=8","key=PK|dt=CHAR|len=8|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE","table_fields old_union=9 neo=9; documented by 2 dictionary rows, merged by mergedFields(); key stated PK/PK/FK -> NEO kept ""PK"""
"STPO.POSNR","STPO","POSNR","PM#3:key=PK|dt=|len= ;; PP-PI#2:key=-|dt=CHAR|len=4","key=PK|dt=CHAR|len=4|mods=PM+PP-PI","TRANSFORMED","MERGED_ATTR_OVERWRITE","table_fields old_union=9 neo=9; documented by 2 dictionary rows, merged by mergedFields(); key stated PK/- -> NEO kept ""PK"""
"STPO.IDNRK","STPO","IDNRK","PM#3:key=FK|dt=|len= ;; PP-PI#2:key=FK|dt=CHAR|len=18->40","key=FK|dt=CHAR|len=18->40|mods=PM+PP-PI","EXACT","—","table_fields old_union=9 neo=9; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STPO.MENGE","STPO","MENGE","PM#3:key=-|dt=|len= ;; PP-PI#2:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PM+PP-PI","EXACT","—","table_fields old_union=9 neo=9; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STPO.POSTP","STPO","POSTP","PM#3:key=-|dt=|len= ;; PP-PI#2:key=-|dt=CHAR|len=1","key=-|dt=CHAR|len=1|mods=PM+PP-PI","EXACT","—","table_fields old_union=9 neo=9; documented by 2 dictionary rows, merged by mergedFields(); all stated attributes agree"
"STPO.STLTY","STPO","STLTY","PP-PI#2:key=PK/FK|dt=CHAR|len=1","key=PK/FK|dt=CHAR|len=1|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=9 neo=9; key=""PK/FK"": OLD /object/STPO lists it as PK, /neo/tables/STPO lists it as PK+FK, /neo/object/STPO lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"STPO.STLKN","STPO","STLKN","PP-PI#2:key=PK|dt=NUMC|len=8","key=PK|dt=NUMC|len=8|mods=PP-PI","EXACT","—","table_fields old_union=9 neo=9"
"STPO.MEINS","STPO","MEINS","PP-PI#2:key=FK|dt=UNIT|len=3","key=FK|dt=UNIT|len=3|mods=PP-PI","EXACT","—","table_fields old_union=9 neo=9"
"STPO.AUSCH","STPO","AUSCH","PP-PI#2:key=-|dt=DEC|len=6","key=-|dt=DEC|len=6|mods=PP-PI","EXACT","—","table_fields old_union=9 neo=9"
"STPU.STLKN","STPU","STLKN","PP-PI#2:key=PK/FK|dt=NUMC|len=8","key=PK/FK|dt=NUMC|len=8|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=3 neo=3; key=""PK/FK"": OLD /object/STPU lists it as PK, /neo/tables/STPU lists it as PK+FK, /neo/object/STPU lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
"STPU.SUMNR","STPU","SUMNR","PP-PI#2:key=PK|dt=NUMC|len=4","key=PK|dt=NUMC|len=4|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"STPU.MENGE","STPU","MENGE","PP-PI#2:key=-|dt=QUAN|len=13","key=-|dt=QUAN|len=13|mods=PP-PI","EXACT","—","table_fields old_union=3 neo=3"
"STZU.STLTY","STZU","STLTY","PP-PI#2:key=PK/FK|dt=CHAR|len=1","key=PK/FK|dt=CHAR|len=1|mods=PP-PI","TRANSFORMED","PKFK_DROPPED_FROM_NEO_OBJECT_KEYLIST","table_fields old_union=4 neo=4; key=""PK/FK"": OLD /object/STZU lists it as PK, /neo/tables/STZU lists it as PK+FK, /neo/object/STZU lists it as NEITHER (model.nodes() filters key===""PK"" / key===""FK"" strictly). Field row itself and its key string survive on both NEO surfaces."
